# Name of benchmark/experiment: FILLET Experiment 1 (warm start)
# Model: AVALON (Albedo-feedback Variable Axial-tilt Latitudinal Outgoing-Net EBM)
# Mode: seasonal
# Ice line definition: latitude where annual-mean surface temperature crosses 0.0 °C
# Ice-free convention: NMaxLand=NMinLand=NMaxSea=NMinSea=90; SMaxLand=SMinLand=SMaxSea=SMinSea=-90
# Case Inst Obl XCO2 Tglob IceLineNMaxLand IceLineNMinLand IceLineNMaxSea IceLineNMinSea IceLineSMaxLand IceLineSMinLand IceLineSMaxSea IceLineSMinSea Diff OLRglob
149 1.2 70.0 280.0 326.37139276811666 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 316.44278553623343
150 1.225 70.0 280.0 329.6677129208037 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 323.0354258416075
151 1.25 70.0 280.0 332.9639496972334 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 329.6278993944668
152 0.8 80.0 280.0 222.59243113265018 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 108.88486226530038
153 0.825 80.0 280.0 224.29371656600057 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 112.28743313200121
154 0.85 80.0 280.0 225.9950300169273 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 115.69006003385465
155 0.875 80.0 280.0 283.5207197936528 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 230.74143958730568
156 0.9 80.0 280.0 286.81702355689214 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 237.33404711378432
157 0.925 80.0 280.0 290.11330778311134 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 243.9266155662227
158 0.95 80.0 280.0 293.4095629333418 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 250.5191258666837
159 0.975 80.0 280.0 296.7058561041232 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 257.11171220824644
160 1.0 80.0 280.0 300.0021098457006 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 263.7042196914013
161 1.025 80.0 280.0 303.2978966008479 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 270.2957932016958
162 1.05 80.0 280.0 306.5938813291771 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 276.8877626583543
163 1.075 80.0 280.0 309.8901519309059 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 283.4803038618118
164 1.1 80.0 280.0 313.1864517465711 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 290.07290349314223
165 1.125 80.0 280.0 316.4827983217341 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 296.66559664346835
166 1.15 80.0 280.0 319.7790857931993 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 303.25817158639853
167 1.175 80.0 280.0 323.07530088406713 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 309.8506017681343
168 1.2 80.0 280.0 326.3716184977346 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 316.44323699546925
169 1.225 80.0 280.0 329.6679433539577 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 323.03588670791555
170 1.25 80.0 280.0 332.9641848331048 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 329.6283696662097
171 0.8 90.0 280.0 222.5927087768508 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 108.88541755370164
